date,meantempm,maxtempm,mintempm,meanpressurem,maxpressurem,minpressurem,meanhumidity,maxhumidity,minhumidity,rain
5/23/2012,17,23,11,1022.29,1025,1019,80,94,65,0
5/24/2012,16,22,11,1025.85,1027,1025,84,94,69,0
5/25/2012,17,21,13,1023.7,1025,1022,70,94,49,0
5/26/2012,18,22,11,1020.24,1022,1019,66,88,46,0
5/27/2012,16,23,10,1018.67,1019,1018,62,87,49,0
5/28/2012,16,24,9,1017.52,1018,1016,70,93,44,0
5/29/2012,16,19,11,1017.3,1018,1016,80,88,64,0
5/30/2012,17,24,10,1017.53,1018,1017,69,94,41,0
5/31/2012,17,20,14,1017.56,1018,1016,69,82,56,0
6/1/2012,16,20,12,1018.88,1019,1018,79,94,60,0
6/2/2012,14,16,11,1015.39,1019,1010,77,94,52,1
6/3/2012,11,12,10,1008.16,1010,1006,91,94,87,1
6/4/2012,11,15,6,1013.71,1020,1007,75,94,51,1
6/5/2012,10,16,4,1014.2,1020,1006,78,94,55,1
6/6/2012,16,19,13,1002.37,1004,1002,77,94,59,1
6/7/2012,15,18,12,997.73,1003,994,81,94,67,1
6/8/2012,14,16,12,998.87,1005,995,72,82,63,1
6/9/2012,15,19,11,1009.13,1012,1005,58,82,37,1
6/10/2012,12,17,8,1008.02,1012,1004,75,94,52,1
6/11/2012,14,15,12,1001.41,1004,1000,91,94,82,1
6/12/2012,10,12,7,1008.59,1014,1003,85,94,76,1
6/13/2012,11,16,6,1016.67,1019,1014,68,93,48,0
6/14/2012,10,16,5,1016.77,1019,1012,73,93,59,1
6/15/2012,16,19,13,1008.4,1012,1008,72,88,52,1
6/16/2012,16,18,13,1009.11,1011,1008,68,82,49,1
6/17/2012,16,20,13,1016.77,1018,1012,61,82,46,0
6/18/2012,15,18,12,1016.64,1019,1014,70,94,49,1
6/19/2012,14,19,9,1019.02,1020,1018,72,94,52,0
6/20/2012,14,19,10,1016.78,1018,1013,67,94,48,0
6/21/2012,16,21,12,1005.82,1012,1004,85,94,73,1
6/22/2012,16,18,14,1013,1016,1009,75,88,59,1
6/23/2012,15,19,11,1019.18,1020,1017,66,88,52,1
6/24/2012,16,20,12,1011.31,1018,1008,73,94,56,1
6/25/2012,16,21,11,1017.48,1019,1015,69,88,52,0
6/26/2012,17,23,11,1019.55,1021,1019,69,100,41,1
6/27/2012,22,23,20,1017.2,1018,1016,71,73,69,1
6/28/2012,22,28,16,1004.71,1012,1002,73,94,50,1
6/29/2012,17,21,13,1005.15,1007,1004,69,88,53,0
6/30/2012,18,21,14,1008.42,1011,1007,65,82,46,0
7/1/2012,15,19,11,1014.13,1018,1011,65,88,49,1
7/2/2012,16,19,12,1015.64,1018,1015,74,94,46,1
7/3/2012,18,19,16,1014.17,1015,1013,85,94,78,1
7/4/2012,20,23,18,1009.13,1010,1008,68,83,60,0
7/5/2012,20,23,16,1009.16,1010,1009,65,94,44,0
7/6/2012,17,21,13,1007.32,1009,1006,79,94,56,1
7/7/2012,16,20,11,1007.46,1009,1006,75,94,59,1
7/8/2012,16,19,14,1005.53,1009,1003,82,94,68,1
7/9/2012,16,19,14,1010.66,1012,1009,81,88,64,1
7/10/2012,16,19,13,1010.26,1012,1009,78,88,59,1
7/11/2012,16,19,12,1010.19,1011,1009,74,94,52,1
7/12/2012,14,19,10,1011.91,1014,1007,71,94,46,1
7/13/2012,16,20,13,1001.39,1006,999,75,94,56,1
7/14/2012,14,16,12,1004.62,1010,999,88,94,82,1
7/15/2012,16,19,12,1015.94,1020,1010,58,94,45,0
7/16/2012,16,18,13,1018.86,1021,1016,82,88,67,1
7/17/2012,19,23,15,1021.53,1023,1019,72,88,53,1
7/18/2012,18,20,15,1011.98,1019,1007,79,88,60,1
7/19/2012,17,20,13,1010.8,1013,1007,69,88,52,1
7/20/2012,14,16,12,1016.58,1020,1013,86,94,77,1
7/21/2012,14,19,10,1023.88,1027,1020,73,94,52,0
7/22/2012,16,23,10,1026.49,1028,1025,61,94,41,0
7/23/2012,20,27,12,1022.44,1025,1020,56,77,39,0
7/24/2012,20,27,14,1017.95,1020,1016,58,88,39,0
7/25/2012,20,27,12,1016.4,1019,1009,65,94,36,0
7/26/2012,18,22,13,1018.39,1020,1016,78,94,64,0
7/27/2012,18,24,13,1012.05,1016,1010,79,94,61,0
7/28/2012,18,21,14,1009.82,1011,1009,54,82,40,0
7/29/2012,16,19,12,1011.39,1013,1010,75,88,52,1
7/30/2012,15,20,10,1014.86,1016,1013,63,87,37,0
7/31/2012,16,20,11,1014.34,1016,1013,80,88,68,1
8/1/2012,18,23,14,1009.11,1014,1007,74,88,56,1
8/2/2012,18,21,15,1010.51,1012,1008,72,94,56,1
8/3/2012,17,21,13,1012.46,1013,1012,70,88,52,0
8/4/2012,18,22,15,1009.9,1012,1009,72,94,53,1
8/5/2012,18,21,14,1006.95,1009,1005,76,94,53,0
8/6/2012,18,22,15,1008.98,1014,1006,72,88,53,1
8/7/2012,16,21,12,1019.59,1022,1014,71,88,49,1
8/8/2012,19,23,15,1022.26,1024,1021,74,94,53,1
8/9/2012,18,22,14,1025.89,1027,1024,85,100,64,0
8/10/2012,18,25,11,1026.07,1027,1025,70,94,50,0
8/11/2012,17,21,13,1020.95,1025,1016,73,94,52,0
8/12/2012,19,24,14,1012.36,1016,1011,72,94,29,0
8/13/2012,18,23,14,1011.16,1012,1011,77,94,60,1
8/14/2012,20,24,15,1011.3,1012,1010,77,94,53,1
8/15/2012,21,25,17,1006.64,1012,1003,77,94,64,1
8/16/2012,19,22,16,1014.95,1017,1010,68,83,53,0
8/17/2012,22,27,18,1014.07,1016,1013,63,83,39,0
8/18/2012,24,31,18,1013.68,1016,1012,52,83,35,0
8/19/2012,22,27,17,1014.66,1017,1013,71,94,51,1
8/20/2012,20,25,16,1019.08,1020,1017,73,94,50,0
8/21/2012,20,23,16,1016.75,1020,1015,69,88,50,0
8/22/2012,18,22,14,1016.79,1018,1016,67,88,43,0
8/23/2012,17,22,12,1013.82,1017,1009,67,88,43,0
8/24/2012,18,21,14,1004.97,1009,1001,72,88,53,1
8/25/2012,18,21,16,1000.75,1005,1000,82,94,68,1
8/26/2012,18,21,14,1014.38,1019,1005,67,94,40,1
8/27/2012,16,21,12,1014.07,1019,1009,71,94,53,1
8/28/2012,19,22,16,1012.83,1015,1008,71,94,50,0
8/29/2012,18,21,14,1012.55,1015,1010,78,94,53,1
8/30/2012,14,17,10,1016.02,1024,1012,80,88,67,1
8/31/2012,12,18,7,1027.88,1029,1025,61,81,37,0
9/1/2012,16,20,12,1025.46,1028,1023,76,88,64,1
9/2/2012,16,20,12,1023.95,1025,1023,79,94,68,0
9/3/2012,20,24,15,1025.05,1026,1024,70,94,38,0
9/4/2012,20,25,14,1022.88,1024,1022,71,88,50,0
9/5/2012,14,19,9,1026.34,1029,1024,63,88,46,0
9/6/2012,13,21,5,1027.4,1030,1025,66,93,43,0
9/7/2012,18,26,11,1023.67,1025,1022,55,88,24,0
9/8/2012,18,26,10,1020.12,1023,1017,59,88,24,0
9/9/2012,18,28,7,1011.23,1016,1008,64,94,23,0
9/10/2012,20,23,16,1010.12,1011,1009,72,88,50,1
9/11/2012,16,19,11,1011.68,1016,1008,60,82,37,0
9/12/2012,13,18,8,1013.5,1016,1011,65,88,48,1
9/13/2012,13,18,8,1017.98,1020,1014,66,94,40,0
9/14/2012,16,21,12,1012.43,1016,1011,63,88,40,1
9/15/2012,16,20,11,1016.63,1018,1015,66,88,46,0
9/16/2012,14,18,11,1012.41,1015,1010,72,88,56,0
9/17/2012,16,19,12,1011.81,1013,1011,68,94,43,0
9/18/2012,14,18,10,1012.75,1018,1010,61,82,37,1
9/19/2012,12,17,7,1021.24,1023,1018,59,81,37,0
9/20/2012,14,18,9,1020.2,1023,1019,65,82,45,0
9/21/2012,14,17,10,1014.5,1019,1012,73,88,55,1
9/22/2012,10,15,6,1019.19,1021,1015,71,93,45,0
9/23/2012,10,14,5,1008.57,1019,996,83,94,63,1
9/24/2012,14,16,12,988.86,995,985,87,100,67,1
9/25/2012,13,16,10,989.18,990,988,76,82,67,1
9/26/2012,12,14,9,993.23,998,989,87,94,82,1
9/27/2012,12,17,7,1006.12,1012,999,81,94,55,1
9/28/2012,13,18,8,1012.54,1013,1011,82,93,64,1
9/29/2012,12,16,7,1017.44,1021,1013,69,93,45,0
9/30/2012,12,17,6,1017.82,1021,1015,74,87,63,0
10/1/2012,14,17,11,1011.54,1014,1010,86,94,77,1
10/2/2012,14,17,11,1009.71,1012,1006,82,94,68,1
10/3/2012,12,15,9,1005.3,1006,1004,76,94,59,1
10/4/2012,12,16,8,1008.07,1011,1004,72,93,51,0
10/5/2012,12,16,8,1006.67,1011,999,79,93,55,1
10/6/2012,10,15,6,1012.46,1017,1008,83,93,59,1
10/7/2012,9,14,4,1021.54,1023,1017,85,93,67,0
10/8/2012,10,13,7,1014.9,1022,1012,86,94,72,1
10/9/2012,10,14,6,1016.19,1017,1013,81,94,67,0
10/10/2012,9,15,3,1015.02,1016,1012,78,93,51,0
10/11/2012,12,15,9,1004.05,1012,999,87,94,76,1
10/12/2012,12,15,8,1005.08,1009,998,73,88,48,1
10/13/2012,10,13,6,1003.76,1008,1002,80,93,62,1
10/14/2012,8,13,2,1001.34,1003,1000,78,100,54,1
10/15/2012,9,14,4,1002.28,1004,1001,80,100,63,1
10/16/2012,11,15,7,1000.95,1005,995,69,94,45,1
10/17/2012,12,17,7,998.7,1004,995,77,93,52,1
10/18/2012,14,16,12,1002.85,1007,999,81,88,68,1
10/19/2012,14,16,12,1007.55,1009,1007,91,94,88,1
10/20/2012,12,15,10,1015.84,1019,1010,88,94,72,1
10/21/2012,11,13,9,1017.61,1019,1017,92,94,87,1
10/22/2012,14,14,13,1020.24,1023,1017,95,100,94,0
10/23/2012,13,14,12,1023.25,1024,1022,95,100,94,0
10/24/2012,14,15,13,1019.26,1022,1018,92,94,88,0
10/25/2012,12,14,10,1016.56,1018,1015,85,94,76,1
10/26/2012,7,10,4,1011.82,1016,1010,81,87,71,1
10/27/2012,4,7,2,1014.09,1019,1010,82,93,70,1
10/28/2012,6,9,2,1014.2,1019,1011,84,93,71,1
10/29/2012,10,12,7,1007.85,1011,1006,86,93,77,1
10/30/2012,8,11,6,1003.39,1006,999,78,93,58,0
10/31/2012,9,12,6,989.5,999,980,75,87,67,1
11/1/2012,8,12,4,979.8,987,976,79,93,66,1
11/2/2012,8,11,3,991.43,996,987,76,87,58,0
11/3/2012,6,10,3,996.4,1000,994,77,93,54,1
11/4/2012,6,10,1,993.41,1000,986,88,93,81,1
11/5/2012,7,10,4,1005.95,1015,998,81,93,62,0
11/6/2012,5,10,0,1019.45,1022,1016,81,93,41,1
11/7/2012,8,11,5,1023.46,1025,1021,80,93,71,0
11/8/2012,10,12,8,1018.17,1021,1017,73,82,58,0
11/9/2012,10,12,8,1008.98,1016,1001,78,94,62,0
11/10/2012,9,11,6,997.14,1000,995,89,94,82,1
11/11/2012,6,10,2,1012.13,1019,1001,83,100,66,0
11/12/2012,8,12,3,1020.86,1023,1019,86,94,76,1
11/13/2012,12,15,9,1026.34,1028,1023,84,94,67,0
11/14/2012,9,12,6,1026.3,1028,1025,88,100,66,0
11/15/2012,6,8,4,1022.23,1024,1020,94,100,81,0
11/16/2012,8,9,6,1014.32,1020,1009,89,93,81,0
11/17/2012,10,13,7,1007.38,1011,1005,87,94,76,1
11/18/2012,6,10,1,1014.56,1016,1011,82,93,58,0
11/19/2012,6,11,1,1011.14,1016,1010,81,93,71,1
11/20/2012,12,13,11,1009.45,1010,1009,83,94,77,0
11/21/2012,8,12,5,1007.2,1016,1000,85,93,81,1
11/22/2012,10,14,5,1011.32,1016,1006,77,93,67,1
11/23/2012,7,11,3,1012.26,1016,1005,87,93,76,1
11/24/2012,6,11,1,1010.31,1016,995,91,100,82,1
11/25/2012,10,13,8,1002.67,1006,990,74,94,58,1
11/26/2012,9,11,7,997.44,1004,996,85,93,71,1
11/27/2012,8,9,6,1002.76,1009,998,87,93,76,1
11/28/2012,5,7,3,1011.4,1013,1009,84,87,81,0
11/29/2012,4,6,1,1010.85,1012,1010,85,93,76,0
11/30/2012,2,5,-1,1011.17,1013,1009,83,93,65,0
12/1/2012,1,5,-3,1013.07,1014,1012,82,93,75,1
12/2/2012,0,4,-3,1015.4,1016,1014,78,100,65,0
12/3/2012,6,10,3,1005.8,1014,1003,83,94,70,1
12/4/2012,4,8,1,1001.78,1002,1001,78,87,62,1
12/5/2012,0,2,-1,1007.33,1015,1002,85,93,75,1
12/6/2012,0,4,-3,1012.22,1018,997,80,87,70,1
12/7/2012,4,6,3,1000.31,1014,995,81,93,70,1
12/8/2012,4,7,1,1022.98,1025,1014,82,93,66,0
12/9/2012,7,9,5,1016.28,1022,1014,75,87,61,1
12/10/2012,3,5,1,1021.07,1027,1015,81,87,75,1
12/11/2012,0,4,-4,1028.34,1030,1027,87,93,75,0
12/12/2012,-2,3,-6,1019.23,1027,1013,85,100,70,0
12/13/2012,-1,2,-3,1005.07,1012,1000,83,93,75,0
12/14/2012,8,11,4,984.61,999,976,86,94,71,1
12/15/2012,8,11,6,992.15,996,985,83,93,76,1
12/16/2012,6,10,3,999.61,1001,997,86,93,71,1
12/17/2012,6,9,4,1001.18,1005,998,82,93,71,0
12/18/2012,6,8,2,1014.31,1020,1005,85,93,76,0
12/19/2012,3,7,-1,1017.07,1020,1012,88,100,76,1
12/20/2012,8,10,6,1002.21,1011,999,91,93,82,1
12/21/2012,8,10,5,1009.37,1014,1003,86,93,76,0
12/22/2012,10,13,6,1004.02,1014,1000,91,100,87,1
12/23/2012,11,13,9,1003.26,1006,1000,82,94,67,1
12/24/2012,10,13,7,998.23,1006,992,86,94,76,1
12/25/2012,,,,,,,,,,0
12/26/2012,8,10,5,1003.5,1007,999,83,93,71,1
12/27/2012,6,8,5,1005.33,1020,997,82,93,76,1
12/28/2012,8,12,5,1015.7,1020,1012,87,94,77,1
12/29/2012,10,12,6,1003.41,1011,999,78,88,72,1
12/30/2012,8,11,5,1009.95,1012,1004,73,82,66,0
12/31/2012,10,12,9,1002.08,1010,997,83,88,76,1
1/1/2013,6,8,5,1008.76,1016,1000,73,87,62,0
1/2/2013,8,11,4,1023.07,1026,1017,87,94,76,1
1/3/2013,10,11,9,1031.93,1036,1026,88,94,82,0
1/4/2013,10,11,8,1036.24,1037,1036,82,88,71,0
1/5/2013,8,11,5,1034.27,1036,1033,88,94,82,1
1/6/2013,7,8,6,1031.41,1033,1029,93,100,87,0
1/7/2013,8,8,7,1026.05,1029,1024,89,93,81,0
1/8/2013,10,12,8,1023.5,1025,1022,83,93,76,1
1/9/2013,4,9,0,1020.28,1022,1018,89,100,71,1
1/10/2013,1,2,0,1014.74,1018,1013,94,100,87,0
1/11/2013,4,6,1,1017.26,1018,1015,89,93,81,1
1/12/2013,3,5,1,1013.15,1016,1012,76,93,61,1
1/13/2013,2,4,0,1018.44,1020,1015,75,81,65,0
1/14/2013,1,3,-1,1009.3,1018,1001,85,93,75,1
1/15/2013,0,2,-3,1008.13,1011,1000,86,100,81,1
1/16/2013,-1,2,-4,1012.72,1016,1010,88,100,70,0
1/17/2013,-1,4,-6,1017.12,1019,1013,83,93,65,0
1/18/2013,-1,1,-3,1003.65,1012,997,80,87,70,0
1/19/2013,0,1,0,996.97,998,996,81,87,75,0
1/20/2013,0,0,-1,993.24,997,991,91,100,75,0
1/21/2013,0,1,-1,994.74,999,991,87,93,75,0
1/22/2013,0,3,-2,1002.3,1006,999,83,100,70,0
1/23/2013,2,3,1,1008.09,1010,1006,81,93,75,0
1/24/2013,0,2,-4,1016.67,1020,1010,82,87,70,0
1/25/2013,-2,2,-5,1013.79,1020,1004,85,93,75,0
1/26/2013,5,8,2,1006.52,1010,1002,82,93,66,1
1/27/2013,6,10,3,997.28,1003,992,74,93,50,1
1/28/2013,6,11,2,1005.2,1010,1000,80,93,71,1
1/29/2013,12,14,10,1002.76,1004,1001,85,94,76,1
1/30/2013,10,12,7,1006.86,1016,999,69,93,47,1
1/31/2013,9,11,7,1010.9,1015,1008,69,87,54,1
2/1/2013,5,7,3,1000.33,1009,997,85,93,76,1
2/2/2013,3,5,1,1015.37,1023,1002,75,87,65,0
2/3/2013,5,10,0,1016.31,1024,1012,80,87,70,0
2/4/2013,8,11,6,1010.63,1012,1006,66,87,50,0
2/5/2013,4,6,2,997.55,1005,992,67,87,46,1
2/6/2013,4,6,2,1006.72,1016,993,78,87,70,1
2/7/2013,4,6,1,1016.23,1018,1015,70,87,57,0
2/8/2013,2,6,-1,1018.5,1020,1016,79,93,61,1
2/9/2013,2,5,-1,1017.77,1021,1012,84,93,75,1
2/10/2013,2,4,0,999.07,1011,993,90,100,87,1
2/11/2013,1,2,0,999.63,1008,993,94,100,87,1
2/12/2013,2,2,1,1015.42,1020,1008,76,93,70,0
2/13/2013,1,3,-1,1021.5,1024,1017,70,93,56,1
2/14/2013,7,11,3,1010.46,1016,1007,82,93,62,1
2/15/2013,6,9,3,1019.28,1022,1015,77,87,66,0
2/16/2013,5,10,0,1023.23,1024,1022,78,93,54,0
2/17/2013,2,7,-3,1021.88,1024,1021,93,100,87,0
2/18/2013,3,7,-1,1020.58,1021,1020,87,100,71,0
2/19/2013,3,10,-4,1018.9,1020,1017,84,100,58,0
2/20/2013,4,5,1,1023.65,1025,1020,73,93,61,0
2/21/2013,2,2,1,1023.68,1025,1021,62,75,56,0
2/22/2013,0,1,0,1019.81,1021,1019,68,87,56,0
2/23/2013,0,1,-1,1020.07,1022,1018,70,93,56,0
2/24/2013,2,2,1,1022.63,1024,1021,70,81,60,0
2/25/2013,2,4,1,1026.14,1028,1023,86,93,81,1
2/26/2013,4,5,3,1032.38,1035,1028,91,93,87,0
2/27/2013,4,5,2,1033.53,1035,1032,85,93,70,0
2/28/2013,4,6,2,1028.95,1031,1028,84,93,76,0
3/1/2013,4,6,3,1028.53,1029,1027,82,100,70,0
3/2/2013,2,5,-2,1026.84,1029,1025,75,93,65,0
3/3/2013,2,8,-3,1023,1026,1020,84,100,66,0
3/4/2013,4,7,-1,1013.12,1020,1008,82,100,66,0
3/5/2013,6,15,-2,1004.18,1007,1002,77,100,51,0
3/6/2013,8,12,5,1000.68,1002,1000,81,93,62,1
3/7/2013,7,8,6,996.74,999,995,92,100,87,1
3/8/2013,8,9,6,997.6,1000,995,98,100,93,1
3/9/2013,5,7,3,1001.88,1004,1000,89,100,81,1
3/10/2013,2,3,1,1005.61,1007,1004,88,93,75,1
3/11/2013,0,1,-2,1007.02,1008,1006,81,93,60,0
3/12/2013,0,3,-2,1008.11,1009,1006,70,93,51,1
3/13/2013,3,6,-1,1009.38,1014,1007,81,93,57,1
3/14/2013,2,6,-2,1014.83,1016,1013,71,93,52,0
3/15/2013,5,8,2,1006.79,1012,1002,80,87,70,1
3/16/2013,6,7,5,995.81,1002,993,83,93,76,1
3/17/2013,5,7,3,989.43,993,987,83,93,76,1
3/18/2013,3,8,-2,991,994,990,88,100,71,0
3/19/2013,4,8,0,997.7,999,995,88,100,62,0
3/20/2013,3,5,1,1007.36,1016,999,87,100,76,1
3/21/2013,2,6,-1,1016.49,1018,1015,77,100,57,0
3/22/2013,4,5,3,1010.6,1014,1009,74,87,70,1
3/23/2013,2,3,0,1010.49,1012,1008,92,100,81,1
3/24/2013,0,2,-1,1012.95,1014,1012,75,93,52,1
3/25/2013,1,2,0,1013.78,1015,1013,65,70,60,0
3/26/2013,0,2,-1,1012.91,1014,1012,67,80,60,0
3/27/2013,1,4,-2,1011.1,1012,1010,68,86,56,0
3/28/2013,2,4,-1,1011.85,1014,1010,68,86,52,0
3/29/2013,2,5,-1,1010.05,1012,1009,70,81,49,0
3/30/2013,1,4,-2,1011.12,1015,1008,80,87,65,1
3/31/2013,2,6,-2,1014.05,1015,1012,73,87,42,0
4/1/2013,4,6,1,1011.45,1012,1011,65,81,53,0
4/2/2013,3,7,-1,1014.64,1017,1012,61,87,39,0
4/3/2013,2,4,0,1016.44,1017,1015,67,87,56,0
4/4/2013,2,3,0,1013.3,1015,1013,81,93,70,0
4/5/2013,4,6,1,1014.91,1019,1012,66,81,45,0
4/6/2013,4,9,-2,1023.26,1026,1019,72,93,43,0
4/7/2013,2,9,-4,1019.59,1026,1013,72,93,37,0
4/8/2013,5,8,2,1005.47,1013,1001,78,93,66,0
4/9/2013,5,8,2,997.41,1001,996,86,93,76,1
4/10/2013,6,10,2,1003.53,1006,998,81,93,62,1
4/11/2013,5,7,3,997.2,999,994,94,100,87,1
4/12/2013,9,11,7,997.43,1007,993,85,93,71,1
4/13/2013,9,13,5,1011.67,1014,1008,83,94,58,1
4/14/2013,16,21,11,1013.17,1014,1012,66,94,43,1
4/15/2013,14,17,10,1016.93,1018,1014,68,87,55,0
4/16/2013,12,16,9,1015.4,1019,1013,71,88,45,1
4/17/2013,14,18,9,1014.1,1019,1008,76,94,52,0
4/18/2013,12,15,8,1012.77,1018,1009,64,82,48,0
4/19/2013,7,11,2,1025.5,1033,1018,77,100,62,1
4/20/2013,5,10,0,1032.23,1034,1028,75,100,50,0
4/21/2013,6,14,-1,1020.58,1028,1016,68,93,36,0
4/22/2013,10,15,5,1015.36,1017,1014,72,93,45,0
4/23/2013,15,20,10,1019.07,1022,1015,65,87,43,0
4/24/2013,14,20,8,1022.93,1024,1022,73,93,52,0
4/25/2013,18,23,12,1019.66,1024,1016,67,94,41,1
4/26/2013,8,13,4,1013.93,1016,1012,76,93,47,1
4/27/2013,6,10,3,1014.6,1019,1012,77,87,58,1
4/28/2013,6,13,0,1015.84,1019,1012,60,93,33,0
4/29/2013,10,14,7,1015.87,1021,1011,55,87,33,1
4/30/2013,8,12,4,1024.55,1026,1021,69,93,50,0
5/1/2013,9,15,3,1023.69,1026,1022,69,93,41,0
5/2/2013,8,15,2,1022.41,1023,1022,52,81,30,0
5/3/2013,11,20,2,1018.4,1022,1016,51,87,28,0
5/4/2013,12,16,7,1016.6,1020,1015,63,82,42,1
5/5/2013,12,19,6,1021.27,1022,1020,64,82,46,0
5/6/2013,14,20,9,1019.87,1022,1018,65,87,43,0
5/7/2013,12,19,6,1016.26,1019,1012,75,94,45,1
5/8/2013,12,18,7,1006.81,1011,1005,78,94,59,1
5/9/2013,10,15,6,1008.44,1011,1006,64,87,41,1
5/10/2013,14,18,10,1010.18,1013,1005,67,82,40,1
5/11/2013,11,15,7,1010,1012,1008,74,93,54,1
5/12/2013,10,15,6,1013.48,1015,1011,70,88,39,1
5/13/2013,12,15,9,1010.49,1012,1009,60,88,36,1
5/14/2013,9,11,7,1002.5,1009,992,78,93,58,1
5/15/2013,10,13,7,994.93,1001,989,67,87,51,1
5/16/2013,9,15,3,999.81,1001,999,78,93,48,0
5/17/2013,10,12,7,1005.77,1009,1002,76,93,67,0
5/18/2013,10,14,7,1007.36,1009,1006,70,93,58,0
5/19/2013,12,18,6,1011.07,1012,1009,75,93,52,0
5/20/2013,13,16,10,1010.22,1011,1009,85,94,76,0
5/21/2013,12,14,10,1015.15,1018,1011,78,94,63,1
5/22/2013,12,15,9,1017.17,1018,1015,67,77,54,0
5/23/2013,8,10,5,1012.09,1014,1011,71,93,54,1
5/24/2013,7,9,5,1008.63,1016,1005,83,93,76,1
5/25/2013,10,15,5,1019.58,1021,1016,67,93,36,0
5/26/2013,13,19,7,1017.07,1020,1014,52,81,28,0
5/27/2013,12,17,7,1008.05,1014,1004,54,76,37,0
5/28/2013,12,13,10,1000.26,1003,999,83,94,67,1
5/29/2013,10,13,6,1003.55,1007,1001,88,100,77,1
5/30/2013,12,14,11,1009.81,1015,1006,86,94,77,0
5/31/2013,15,20,10,1017.14,1018,1015,76,94,56,0
6/1/2013,13,15,11,1022.35,1026,1019,76,88,67,0
6/2/2013,12,17,7,1028.29,1031,1026,70,94,45,0
6/3/2013,10,15,5,1031.38,1032,1030,73,93,55,0
6/4/2013,10,16,5,1026.24,1030,1023,75,87,59,0
6/5/2013,12,16,8,1021.16,1023,1020,78,93,63,0
6/6/2013,13,17,9,1021.81,1023,1021,72,93,55,0
6/7/2013,14,19,9,1023.07,1024,1022,72,87,52,0
6/8/2013,12,16,9,1021.11,1024,1019,73,87,59,0
6/9/2013,12,13,10,1016.28,1019,1015,77,82,63,0
6/10/2013,10,13,6,1015.54,1016,1015,72,87,58,0
6/11/2013,11,18,4,1013.8,1015,1013,81,100,68,0
6/12/2013,16,18,14,1011.25,1013,1010,83,94,72,1
6/13/2013,16,18,13,1010.55,1016,1009,71,88,55,0
6/14/2013,14,19,10,1015.64,1018,1010,64,82,37,0
6/15/2013,14,17,12,1008.2,1012,1006,69,94,45,1
6/16/2013,14,17,10,1013.57,1015,1012,71,94,52,1
6/17/2013,14,19,10,1014.24,1015,1014,71,94,52,0
6/18/2013,16,21,12,1013.95,1015,1012,81,94,64,0
6/19/2013,20,26,15,1014.44,1016,1013,82,100,51,1
6/20/2013,16,19,14,1011.48,1015,1008,91,100,82,1
6/21/2013,18,21,14,1009.55,1011,1008,80,88,64,1
6/22/2013,16,19,12,1006.38,1011,1004,77,94,59,1
6/23/2013,16,18,13,1008.62,1015,1004,70,82,56,1
6/24/2013,12,16,9,1020.91,1025,1015,66,87,52,0
6/25/2013,14,20,9,1028.18,1030,1025,61,82,40,0
6/26/2013,14,21,8,1029.1,1030,1027,65,100,43,0
6/27/2013,16,20,11,1025.05,1028,1021,69,94,49,1
6/28/2013,16,20,12,1018.36,1021,1016,86,100,72,1
6/29/2013,16,20,13,1022.3,1024,1018,62,88,43,0
6/30/2013,20,27,13,1020.14,1024,1017,63,82,39,0
7/1/2013,17,21,12,1016.1,1018,1015,60,82,43,0
7/2/2013,14,18,11,1010.5,1015,1005,72,82,59,1
7/3/2013,17,21,13,1008.42,1016,1003,77,94,64,1
7/4/2013,18,24,12,1019.11,1024,1016,76,94,57,0
7/5/2013,18,22,13,1028.77,1030,1024,68,94,46,0
7/6/2013,16,24,9,1029.65,1031,1029,74,94,56,0
7/7/2013,18,25,11,1031.73,1033,1030,72,100,47,0
7/8/2013,18,23,12,1032.28,1034,1031,68,94,44,0
7/9/2013,16,22,11,1027.93,1031,1026,63,94,29,0
7/10/2013,16,21,11,1025.27,1026,1025,74,94,52,0
7/11/2013,15,19,11,1025.17,1026,1024,68,88,49,0
7/12/2013,16,21,10,1024.81,1026,1024,79,94,60,0
7/13/2013,18,25,11,1024.07,1025,1024,75,94,57,0
7/14/2013,20,26,14,1023.31,1025,1022,75,100,57,0
7/15/2013,21,28,14,1022.87,1023,1022,56,94,20,0
7/16/2013,21,28,14,1022.79,1023,1022,58,88,42,0
7/17/2013,20,27,14,1024.09,1026,1023,62,88,42,0
7/18/2013,19,24,14,1026.45,1027,1026,73,94,60,0
7/19/2013,19,25,13,1025.24,1026,1024,67,94,47,0
7/20/2013,18,20,16,1023.31,1025,1022,81,94,68,0
7/21/2013,20,24,16,1019.4,1022,1018,81,94,61,0
7/22/2013,21,28,14,1016.05,1018,1015,69,100,45,0
7/23/2013,21,25,17,1013.33,1015,1012,78,94,57,1
7/24/2013,20,27,14,1013.6,1014,1013,64,100,36,0
7/25/2013,20,25,16,1012.62,1014,1011,69,94,47,0
7/26/2013,21,26,16,1011.98,1013,1011,64,88,30,0
7/27/2013,20,26,15,1005.77,1011,1000,81,100,54,1
7/28/2013,20,24,16,1007.12,1009,1001,66,94,47,1
7/29/2013,20,24,16,1011.33,1014,1009,66,82,50,1
7/30/2013,18,21,16,1012.93,1015,1011,85,94,73,1
7/31/2013,20,25,16,1015.09,1016,1014,76,88,57,0
8/1/2013,24,33,16,1009.6,1014,1006,61,94,33,0
8/2/2013,22,25,18,1008.61,1010,1007,68,78,53,0
8/3/2013,20,24,15,1015,1019,1010,66,88,47,1
